0.669382022,0.023928422,-0.389617978,0.016961184,-0.31671482,-1.168783586,-0.248439455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.030617978,0.357261756,0.210382022,1.06241573,0.742332799,-0.951392276,-1.137328335,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.819382022,0.690595089,0.660382022,-0.93758427,-1.210048154,-1.603566196,-2.026217225,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2
0.169382022,0.023928422,0.191882022,-0.846675179,-0.114810058,-2.255740106,0.196004995,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.569382022,0.320224719,0.460382022,1.380597548,0.170904227,0.135564244,-4.026217225,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.169382022,0.505409904,0.160382022,0.835143003,0.12328518,-0.734000976,1.084893885,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.719382022,0.17207657,0.510382022,-0.664856997,0.599475656,-0.516609676,-1.359550565,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2
0.569382022,0.320224719,0.155882022,-0.191675179,0.599475656,-0.734000976,-0.248439455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.419382022,0.357261756,-0.489117978,-0.392129725,-0.240524344,0.352955544,-1.359550565,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2
0.819382022,0.579483978,0.410382022,-1.846675179,-1.067191011,-0.081827066,-3.137328335,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.169382022,0.468372867,0.660382022,1.107870275,-0.067191011,-3.777479236,-0.915106115,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.769382022,0.43133583,-0.189617978,1.289688457,0.694713751,-3.342696626,-0.692883895,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.819382022,-0.420516022,0.034882022,0.744233912,-0.87671482,-1.603566196,0.196004995,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-0.080617978,0.135039533,0.560382022,1.240143003,0.504237561,-0.299218366,-0.692883895,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.369382022,0.357261756,-1.339617978,-1.392129725,0.706142323,-1.820957496,0.196004995,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2
0.569382022,-0.013108615,0.260382022,1.06241573,0.361380418,2.092085984,-6.026217228,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.819382022,0.505409904,0.560382022,1.380597548,0.504237561,-0.951392276,-2.915106115,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.419382022,-0.494590096,-0.039617978,-1.210311543,0.837570894,-0.951392276,-1.581772785,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.180617978,-0.346441948,-1.439617978,0.835143003,0.306142323,-2.473131416,-0.026217225,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-1.430617978,-0.901997504,0.403382022,-0.846675179,-0.768619582,0.570346854,-0.248439455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.330617978,-0.050145652,-1.539617978,-0.755766088,-1.971952916,3.396433804,1.307116105,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2
0.019382022,-0.161256763,0.510382022,0.580143003,0.504237561,-2.907914016,-0.692883895,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.269382022,0.209113608,0.660382022,-0.210311543,0.232332799,0.135564244,-3.137328335,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.719382022,0.616521015,0.560382022,0.426052093,0.609951846,-0.951392276,-4.248439455,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2
-2.630617978,-0.1982938,0.660382022,0.617870275,0.789951846,-1.168783586,-1.137328335,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2
0.069382022,0.468372867,0.660382022,0.971506639,0.837570894,-1.820957496,-4.248439455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.819382022,0.468372867,-0.178117978,-0.392129725,0.480428037,-3.560087936,-1.359550565,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.319382022,-0.790886392,-0.889617978,-1.346675179,-1.543381487,-1.386174886,-2.026217225,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2
0.019382022,0.17207657,0.660382022,-0.306675179,0.266142323,-3.560087936,-2.248439455,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-1.980617978,0.209113608,-1.689617978,-0.846675179,0.31376137,-0.951392276,1.751560545,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2
0.169382022,-0.531627133,0.110382022,0.789688457,0.075666132,-3.994870546,-0.692883895,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.180617978,-0.272367874,0.119882022,-1.43758427,-0.738619582,-2.473131416,-2.470661675,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
-1.930617978,0.505409904,0.260382022,1.289688457,0.789951846,-4.864435759,1.084893885,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.469382022,0.209113608,-1.839617978,-1.483038816,-0.448143392,-0.516609676,-2.470661675,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.269382022,-4.309404911,-1.539617978,-1.301220634,0.710904227,1.222520764,1.307116105,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-1.930617978,0.579483978,0.310382022,-0.983038816,0.17376137,-1.603566196,-2.915106115,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.119382022,-0.309404911,0.560382022,-0.301220634,0.12328518,-0.951392276,-3.137328335,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.280617978,-0.124219726,-1.519117978,0.698779366,0.048047084,-2.473131416,-2.470661675,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2
0.019382022,-0.531627133,0.510382022,1.016961184,0.599475656,-3.342696626,-2.470661675,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.330617978,0.209113608,0.110382022,0.880597548,0.837570894,-4.212261846,-1.359550565,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.669382022,-0.753849355,0.298882022,0.426052093,-0.162429106,-1.603566196,-3.359550565,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.219382022,-0.976071578,0.460382022,-3.619402452,0.090904227,-0.299218366,-1.359550565,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.319382022,0.246150645,0.410382022,-1.346675179,0.31376137,-3.125305326,-3.359550565,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2
-0.730617978,-0.939034541,0.010382022,0.835143003,0.31376137,-2.690522716,-3.137328335,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2
0.369382022,-0.420516022,0.460382022,-0.983038816,-1.067191011,-0.734000976,-2.915106115,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-1.230617978,0.023928422,0.655382022,-0.755766088,0.742332799,-1.820957496,-1.581772785,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-3.630617978,0.17207657,-0.191117978,-1.346675179,-0.334810058,-2.473131416,0.862671665,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.569382022,0.468372867,-1.339617978,-0.755766088,0.075666132,0.352955544,-4.915106117,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
-1.030617978,-0.050145652,-1.689617978,-3.619402452,0.789951846,-1.168783586,1.973782775,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-1.680617978,-1.901997504,-0.650117978,-0.119402452,-0.661952916,-3.994870546,-0.692883895,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
-1.930617978,-0.272367874,0.360382022,-1.119402452,-4.162429106,-1.603566196,-1.803995005,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-3.030617978,0.246150645,-0.330617978,-1.483038816,0.07328518,-0.081827066,-2.026217225,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
-0.980617978,0.209113608,-0.639617978,-0.846675179,-0.760048154,-2.690522716,-3.137328335,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
-1.380617978,0.283187682,-1.889617978,-0.846675179,-0.162429106,-3.994870546,1.084893885,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.719382022,-0.605701207,-0.139617978,-1.619402452,0.370904227,-0.516609676,-3.803995005,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2
0.719382022,-0.494590096,0.360382022,0.445143003,0.647094704,-3.125305326,-4.470661675,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.319382022,-1.56866417,-0.580117978,-0.973493361,-1.781476725,-0.081827066,-1.359550565,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-2.080617978,-0.124219726,-1.689617978,-3.619402452,-2.019571963,1.439912064,1.307116105,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-0.280617978,-2.272367874,0.160382022,-0.164856997,0.837570894,-2.907914016,-1.137328335,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
0.519382022,-0.050145652,-0.589617978,0.926052093,0.028047084,-2.255740106,-6.470661673,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-1.980617978,-1.161256763,-0.339617978,-1.210311543,-4.162429106,-3.125305326,-1.803995005,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.319382022,-2.56866417,-3.089617978,-3.619402452,-4.162429106,2.961651194,-1.137328335,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1
0.469382022,0.505409904,-1.489617978,-1.301220634,0.218523275,-2.690522716,-0.692883895,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.669382022,0.505409904,-0.640617978,1.016961184,-0.114810058,-2.038348806,-5.803995006,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-2.230617978,0.135039533,0.258382022,-1.210311543,0.39376137,-2.690522716,-5.581772784,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1
0.369382022,-0.050145652,-0.539617978,-1.119402452,-0.341000535,-2.690522716,-2.692883895,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1
-0.680617978,0.098002496,-1.389617978,-0.619402452,0.310428037,-3.994870546,-0.470661675,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1
0.719382022,-1.087182689,0.460382022,-3.619402452,-0.399571963,-2.907914016,-5.803995006,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-2.230617978,0.394298793,0.310382022,-1.619402452,0.081380418,-1.386174886,-4.692883895,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-0.930617978,-1.605701207,-0.089617978,-0.028493361,0.361380418,-5.516609672,-4.915106117,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-2.630617978,0.283187682,-2.289617978,0.244233912,0.04328518,-6.386174889,-2.248439455,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
0.419382022,-0.753849355,0.510382022,-3.619402452,0.028047084,-3.994870546,-2.915106115,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1
-0.730617978,0.246150645,-0.139617978,-0.892129725,-0.289571963,-3.994870546,-2.026217225,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1
-4.180617978,0.209113608,-0.684617978,0.835143003,-2.257667201,-4.647044455,-0.692883895,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1
0.619382022,-0.605701207,-0.328117978,-0.725311543,-1.68623863,-5.951392281,-3.359550565,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1
-3.930617978,-0.531627133,-3.139617978,-1.664856997,-1.374333868,-3.994870546,0.640449435,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1
0.469382022,-0.309404911,0.660382022,-2.483038816,0.742332799,-4.42965315,-6.915106117,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-0.480617978,-1.1982938,-0.689617978,-3.619402452,-2.257667201,-2.690522716,-2.692883895,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-1.730617978,-0.605701207,-0.077117978,-1.164856997,-2.924333868,-2.690522716,-2.915106115,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
0.119382022,-1.161256763,-0.634117978,-0.619402452,-0.115286249,-7.90791402,-3.581772785,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1
-4.180617978,-4.309404911,-4.339617978,-3.619402452,-0.019571963,-3.125305326,-0.692883895,4.0,0.0,1.0,5.0,1.0,0.0,0.0,1
-2.530617978,-2.272367874,-1.639617978,0.498779366,0.098523275,-3.994870546,-4.692883895,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1
-1.330617978,-1.087182689,-0.589617978,-1.755766088,-1.829095773,-1.820957496,-4.915106117,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1
0.096794872,-0.050641026,0.582692308,0.472115385,1.186538462,4.982905983,5.717948725,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3
0.396794872,0.649358974,0.582692308,0.772115385,0.936538462,4.149572643,5.884615385,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3
0.396794872,0.549358974,0.432692308,0.372115385,0.186538462,6.149572643,6.884615385,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.496794872,0.699358974,0.482692308,0.872115385,0.286538462,4.149572643,6.217948725,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3
0.496794872,0.749358974,0.482692308,0.772115385,-0.463461538,6.149572643,6.551282045,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3
0.396794872,-0.750641026,0.582692308,0.422115385,1.036538462,0.982905983,6.884615385,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3
0.196794872,0.599358974,0.482692308,0.872115385,0.186538462,5.149572643,5.717948725,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.196794872,0.649358974,0.482692308,0.772115385,1.186538462,3.649572643,1.551282045,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3
0.496794872,0.649358974,0.432692308,-0.877884615,0.286538462,3.649572643,4.384615385,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
0.496794872,0.749358974,0.482692308,0.622115385,1.186538462,1.816239323,4.217948725,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3
-0.603205128,0.299358974,0.582692308,0.722115385,0.286538462,0.816239323,5.551282045,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.246794872,0.749358974,0.182692308,0.372115385,0.286538462,2.816239323,3.051282045,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
-0.103205128,0.549358974,0.482692308,0.872115385,0.286538462,4.482905983,6.051282045,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3
0.446794872,0.749358974,0.582692308,0.622115385,0.286538462,3.149572643,4.717948725,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.196794872,-0.000641026,-0.967307692,0.872115385,0.286538462,2.149572643,6.217948725,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
0.096794872,0.749358974,0.482692308,-0.027884615,0.286538462,3.316239323,1.884615385,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.496794872,0.749358974,0.582692308,0.722115385,1.036538462,2.649572643,3.217948725,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3
0.096794872,0.449358974,0.582692308,0.622115385,0.286538462,4.982905983,4.384615385,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
-0.153205128,0.699358974,0.332692308,-1.627884615,-1.313461538,1.649572643,4.217948725,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3
0.296794872,-0.050641026,0.232692308,0.722115385,0.036538462,3.982905983,2.384615385,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3
0.446794872,0.149358974,0.232692308,0.622115385,0.936538462,-0.517094017,5.384615385,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3
0.396794872,0.599358974,0.232692308,0.622115385,1.186538462,0.649572643,0.717948725,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3
0.246794872,0.749358974,0.582692308,0.772115385,0.286538462,3.816239323,5.384615385,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.246794872,0.749358974,0.482692308,0.622115385,1.186538462,2.149572643,1.051282045,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
0.296794872,-0.200641026,-0.117307692,0.572115385,-0.713461538,3.316239323,4.051282045,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3
0.396794872,0.149358974,0.382692308,0.472115385,1.186538462,3.316239323,4.551282045,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
0.046794872,0.049358974,0.482692308,0.872115385,-0.563461538,1.649572643,5.051282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.246794872,0.749358974,0.482692308,0.872115385,1.186538462,0.316239323,2.384615385,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.396794872,-0.000641026,0.532692308,0.422115385,0.986538462,-0.683760677,2.551282045,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
-0.203205128,0.499358974,0.582692308,-2.027884615,0.286538462,3.482905983,2.051282045,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
-0.103205128,0.749358974,0.582692308,0.372115385,0.436538462,3.149572643,2.551282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.296794872,0.499358974,0.432692308,0.672115385,0.136538462,-1.183760677,4.217948725,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
0.146794872,0.649358974,0.582692308,0.872115385,-0.463461538,1.149572643,3.717948725,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.396794872,0.749358974,0.482692308,0.622115385,0.286538462,-0.183760677,2.884615385,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.496794872,0.749358974,-0.067307692,0.472115385,0.936538462,1.482905983,0.551282045,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3
0.446794872,0.749358974,0.482692308,0.622115385,0.986538462,0.482905983,-1.448717955,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3
0.196794872,-0.350641026,-0.067307692,-1.877884615,0.836538462,3.316239323,2.884615385,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3
-0.203205128,0.649358974,-0.917307692,0.722115385,0.286538462,1.649572643,3.051282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.396794872,0.699358974,0.232692308,0.622115385,0.036538462,4.149572643,-3.115384615,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
-0.003205128,0.499358974,0.482692308,0.472115385,1.136538462,2.149572643,2.051282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.296794872,0.749358974,0.582692308,0.872115385,1.186538462,0.649572643,-0.282051275,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.003205128,0.199358974,-1.817307692,0.722115385,-0.113461538,5.649572643,-0.615384615,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3
-1.153205128,0.499358974,-0.617307692,0.722115385,0.036538462,0.649572643,2.551282045,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3
0.446794872,0.649358974,0.032692308,0.772115385,0.286538462,0.316239323,1.551282045,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.396794872,0.599358974,0.132692308,0.872115385,0.286538462,-1.183760677,1.717948725,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3
0.096794872,0.099358974,0.582692308,0.472115385,1.186538462,-0.017094017,3.551282045,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.346794872,-0.450641026,0.032692308,0.722115385,-0.463461538,2.649572643,2.384615385,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3
0.396794872,0.599358974,0.582692308,0.322115385,1.186538462,0.316239323,2.551282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.496794872,0.649358974,-0.317307692,0.322115385,0.286538462,2.316239323,0.051282045,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.396794872,-0.450641026,0.432692308,0.872115385,1.186538462,-0.017094017,0.384615385,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.346794872,-0.450641026,-0.017307692,-0.977884615,0.886538462,1.649572643,3.217948725,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
-0.003205128,-0.950641026,0.582692308,0.122115385,-0.563461538,1.482905983,2.384615385,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.396794872,-0.550641026,-0.817307692,0.372115385,0.286538462,3.316239323,2.717948725,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.446794872,0.649358974,0.382692308,0.572115385,0.286538462,2.149572643,-0.282051275,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.296794872,0.299358974,0.482692308,0.372115385,1.186538462,2.149572643,1.551282045,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3
0.346794872,0.749358974,0.482692308,0.872115385,0.936538462,-0.017094017,0.384615385,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.453205128,0.499358974,0.532692308,-1.877884615,1.186538462,1.149572643,0.551282045,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.246794872,0.549358974,0.132692308,0.472115385,0.036538462,2.482905983,2.051282045,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.396794872,0.349358974,-0.267307692,0.822115385,0.686538462,-0.017094017,-0.448717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
-0.003205128,-0.250641026,0.482692308,0.222115385,-0.063461538,-0.183760677,0.717948725,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3
0.496794872,0.649358974,0.382692308,-1.627884615,0.286538462,0.316239323,-0.948717955,0.0,0.0,1.0,4.0,0.0,1.0,0.0,3
0.346794872,0.749358974,0.582692308,0.672115385,-0.063461538,2.149572643,-0.782051275,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.096794872,-0.900641026,0.432692308,0.422115385,0.436538462,1.649572643,0.051282045,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.196794872,0.049358974,-0.517307692,0.122115385,1.186538462,1.649572643,0.051282045,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.496794872,0.449358974,0.482692308,0.872115385,0.286538462,0.149572643,-0.782051275,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3
-0.153205128,0.749358974,-0.567307692,0.472115385,-0.813461538,1.649572643,0.717948725,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3
-0.103205128,-4.250641026,0.182692308,0.772115385,1.186538462,1.649572643,-0.448717955,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3
0.446794872,0.649358974,0.332692308,0.872115385,-0.063461538,0.816239323,1.384615385,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3
0.396794872,-0.450641026,0.482692308,0.722115385,0.136538462,2.816239323,-0.948717955,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
-2.453205128,0.649358974,0.582692308,0.472115385,0.436538462,-2.017094017,1.884615385,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
0.496794872,0.749358974,0.482692308,0.772115385,1.186538462,-1.517094017,-3.115384615,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3
0.196794872,0.299358974,0.332692308,-0.027884615,0.286538462,0.982905983,-1.115384615,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.146794872,-0.500641026,0.532692308,-1.277884615,-0.713461538,-1.017094017,-0.115384615,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3
-0.003205128,-0.150641026,0.182692308,0.872115385,0.136538462,2.149572643,-0.948717955,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
-0.203205128,0.699358974,-1.767307692,0.222115385,0.036538462,-1.017094017,1.551282045,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3
0.496794872,0.399358974,0.332692308,0.872115385,1.186538462,-0.850427357,-0.448717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.146794872,0.649358974,0.432692308,0.722115385,0.286538462,-0.517094017,-2.115384615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
0.346794872,0.349358974,0.482692308,0.722115385,0.286538462,0.816239323,0.384615385,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2
0.046794872,-0.250641026,-0.117307692,-1.927884615,0.286538462,1.316239323,1.884615385,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
0.346794872,0.049358974,-0.917307692,0.472115385,0.286538462,1.816239323,1.384615385,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.396794872,0.749358974,0.482692308,0.722115385,0.036538462,1.816239323,0.884615385,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.353205128,0.749358974,0.582692308,0.722115385,-0.113461538,-3.017094017,2.217948725,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-0.453205128,-0.650641026,-0.217307692,-1.827884615,1.086538462,2.482905983,0.384615385,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2
-0.003205128,0.649358974,0.382692308,-0.327884615,0.036538462,-1.350427357,1.551282045,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2
0.146794872,-0.600641026,-0.117307692,-0.627884615,-1.313461538,1.649572643,-1.448717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.296794872,0.699358974,0.282692308,-1.627884615,-1.313461538,1.316239323,0.217948725,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3
0.146794872,0.499358974,0.582692308,-0.177884615,0.786538462,0.482905983,-1.948717955,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.446794872,0.749358974,0.482692308,0.722115385,-0.463461538,-3.683760677,-0.282051275,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.246794872,0.749358974,0.282692308,0.872115385,0.036538462,1.316239323,-2.115384615,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.296794872,0.649358974,0.482692308,0.372115385,0.936538462,-2.183760677,2.551282045,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.096794872,-0.950641026,0.132692308,0.372115385,0.036538462,0.816239323,-0.282051275,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.146794872,0.199358974,0.582692308,0.372115385,0.936538462,-0.517094017,-0.448717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.346794872,0.399358974,0.482692308,0.522115385,0.036538462,0.149572643,-2.115384615,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-2.303205128,-2.600641026,-1.667307692,-2.077884615,-1.313461538,-0.183760677,2.717948725,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2
0.196794872,0.249358974,0.032692308,-1.677884615,0.036538462,-2.017094017,-0.948717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.346794872,-0.200641026,0.582692308,0.122115385,0.886538462,-0.683760677,-4.615384615,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
0.346794872,0.449358974,0.282692308,0.572115385,0.286538462,-2.683760677,-0.115384615,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.046794872,-1.450641026,-1.717307692,-4.127884615,-3.813461538,3.149572643,4.217948725,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2
-0.053205128,0.399358974,0.432692308,0.072115385,0.036538462,1.816239323,-1.115384615,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.096794872,0.449358974,0.482692308,0.622115385,0.036538462,-2.183760677,-0.448717955,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2
-0.503205128,-1.100641026,-0.217307692,-1.527884615,-0.713461538,0.482905983,1.384615385,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
0.446794872,0.549358974,0.282692308,0.372115385,-0.913461538,0.816239323,-2.115384615,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
-0.003205128,0.349358974,-0.217307692,0.672115385,0.136538462,0.982905983,-3.448717955,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2
-0.003205128,0.049358974,0.432692308,0.472115385,0.936538462,-0.850427357,-0.782051275,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2
